Tokens,Sentiment_score,Sentiment_emotion,Part_of_speech
"['how', 'to', 'write', 'good', ':', 'top', '10', 'tips', '!', '👌', 'top', '6', ':', 'never', 'use', 'a', 'big', 'word', 'when', 'a', 'diminutive', 'alternative', 'would', 'suffice', '.', '…']",1,Joy,ADJ
"['📷', 'crazy', '4rich', ':', 'chef', 'david', 'greco', 'with', 'james', 'spader', 'on', 'the', 'set', 'of', 'the', 'black', 'list', '.', '24', 'jan', '2018', '.', '“', 'scene', '...', '…']",0,Surprise,NOUN
"['i', 'need', 'it', '❤']",1,Love,VERB
"['🇺🇸', '💟', '🇺🇸', 'god', 'bless', 'this', 'hero', '!']",1,Love,PROPN
"[""mom's"", 'scared', 'son', 'with', 'autism', 'eats', 'lunch', 'alone', 'everyday', '.', 'then', 'college', 'football', 'star', 'joins', 'him', '❗']",1,Joy,PUNCT
"['everyone', 'is', 'getting', 'engaged', '😍', 'makes', 'me', 'so', 'happy', 'for', 'them']",1,Joy,ADJ
"[""jose's"", 'got', 'us', 'playing', 'the', 'way', 'utd', 'should', '🎵']",1,Joy,NOUN
"['can', '’', 't', 'wait', 'till', 'jack', 'is', 'old', 'enough', 'to', 'take', 'to', 'the', 'amusement', 'parks', 'and', 'water', 'parks', '😩']",-1,Sadness,VERB
"['i', 'luv', 'u', '🦑']",1,Love,NOUN
"['i', 'watch', 'the', 'heart', 'attack', 'mv', 'on', 'a', 'daily', 'basis', 'i', 'love', 'jiwoo', 'so', 'much', '😔']",-1,sadness,ADJ
"['get', 'this', 'tweet', 'to', '5000', 'retweets', '🙏', 'if', 'you', 'have', 'time', 'please', 'retweet', 'all', 'my', 'tweets', '..', 'this', 'number', 'will', 'indicate', 'my', 'tweet', 'num', '…']",-1,Anger,VERB
"['you', 'know', 'imma', 'be', 'the', 'one', 'who', 'keep', 'it', 'real', 'with', 'you', 'when', 'everyone', 'is', 'fake', 'as', 'fuck', '.', '💕']",1,Love,NOUN
"['don', '’', 't', 'miss', 'your', 'last', 'chance', 'to', 'sign', 'up', '!', 'path', '2pro', '📖', ':', '…', 'apply', ':', '…']",0,Surprise,NOUN
"['take', 'a', 'selfie', 'with', 'the', 'and', 'then', 'share', 'it', 'with', 'your', 'friends', '!', '🏆', '…']",1,Joy,NOUN
"['i', 'just', 'realized', 'my', 'profile', 'banner', 'pic', 'is', 'that', 'of', 'an', 'easter', 'bunny', ':)', 'here', 'is', 'the', 'full', 'meme', '🌸']",1,Joy,NOUN
"['his', 'walking', 'style', '&', 'bgm', '🔥']",1,Joy,NOUN
"['you', 'are', 'good', 'enough', 'love', 'you', '❤', '️']",1,Love,VERB
"['woohoo', '!', ""it's"", 'semifinal', 'times', 'for', 'the', 'ladies', 'at', 'the', 'best', 'news', 'is', ':', 'you', 'can', 'watch', 'it', 'live', 'here', '⬇', '️', '…']",1,Joy,ADP
"['romeo', 'langford', 'got', 'you', 'always', '💥']",1,Joy,NOUN
"['i', 'am', 'lost', 'in', 'your', 'beauty', 'so', 'damn', 'sexy', '😍']",1,Love,ADJ
"['we', 'need', 'another', 'hula', 'hoop', 'gal', '2nite', '!', '🤣']",1,Joy,VERB
"['this', 'looks', 'like', 'a', 'fast', 'and', 'furious', 'revamp', '😩']",-1,Sadness,ADJ
"['“', 'i', 'don', '’', 't', 'wanna', 'die', 'for', 'them', 'to', 'miss', 'me', '”', '🗣']",0,Surprise,NOUN
"['partying', '24/7', '😕', ',', 'i', 'can', '’', 't', 'relate']",-1,Sadness,ADJ
"['📺', 'debut', ':', ""'"", 'mister', 'rogers', ""'"", 'neighborhood', ""'"", 'premiered', 'nationwide', '50', 'years', 'ago', 'today', ',', 'february', '19', ',', '1968']",1,Joy,NOUN
"['making', 'america', 'white', 'again', ',', 'one', 'destroyed', 'family', 'at', 'a', 'time', 'from', 'the', 'pro-life', 'party', 'of', 'trump', ',', 'moore', ',', 'arpaio', 'and', 'ryan', '😔']",-1,sadness,ADJ
"['switch', 'it', 'up', '💙']",1,Love,ADJ
"['i', 'think', 'is', 'cute', '🖤']",1,Love,NOUN
"['my', '4', 'yo', 'son', 'watches', 'your', 'snaps', 'with', 'me', '.', 'today', 'we', 'got', 'hand', 'hummer', 'feeders', 'and', 'he', 'said', '""', 'yay', ""i'm"", 'just', 'like', 'hummer', 'daddy', '!', '""', '😂']",1,Joy,VERB
"['i', 'know', 'where', 'im', 'going', 'in', 'life', 'do', 'you', '🤔']",-1,Disgust,ADJ
"['eva', 'lin', 'tribute', '1/4', '😜']",1,Joy,NOUN
"['cinderella', 'dressed', 'in', 'yellow', '🌻']",1,Joy,NOUN
"['👇', 'check', 'out', 'these', 'ladies', 'dancing', 'their', 'way', 'into', 'the', 'weekend', '.', 'our', 'project', 'supports', 'coventy', 'women', 'to', 'ge', '…']",0,Surprise,ADP
"['▶', '️play']",0,Surprise,PUNCT
"['woooh', 'my', 'best', 'setter', '!', 'congrats', '63', 'excellent', 'sets', '!', '💙']",1,Love,ADJ
"['they', 'better', 'not', '.', 'i', 'ady', 'broke', 'from', 'their', 'bt21', 'stuff', '😂']",1,Joy,VERB
"['–', '〔', '²', '⁰', '¹', '⁸', '¹', 'ˢᵗ', 'giveaway', '🌏', '♡', '〕', '–', '¹', '°', 'must', 'rt', 'this', 'tweet', '²', '°', 'reply', 'with', 'what', ""you'd"", 'like', 'to', 'get', '﹙', 'kino', ',', '2기', 'bracelet', ',', 'both', '﹚', 'deadline', 'ma', '…']",1,Love,NOUN
"['hillary', 'clinton', ""can't"", 'handle', '8', 'steps', 'in', 'india', '.', 'what', 'makes', 'you', 'think', ""she's"", 'going', 'to', 'well', 'with', '12', '?', '😭']",-1,Sadness,VERB
"['me', '&', 'kpop', ':', 'started', 'stanning', '2012', 'but', 'stopped', '(', 'ult', 'was', 'boyfriend', 'and', 'suju', ')', '😁', 'i', 'started', 'stanning', 'again', 'on', 'september', '2', '…']",1,Joy,VERB
"['u', 'all', 'might', 'hate', 'me', 'but', 'im', 'jung', 'yonghwa', 'armpit', 'hair', 'enthusiast', '&', 'i', 'see', 'it', 'sticking', 'out', 'ㅋㅋㅋ', 'i', 'just', 'love', 'evrypart', 'of', 'him', '🙈']",1,Love,ADJ
"['sksjske', '😭', 'like', '""', 'bitch', ""i'm"", 'beychellan', '""']",-1,Sadness,VERB
"['well', 'bitch', 'if', 'you', ""ain't"", 'shittin', 'then', 'get', 'off', 'the', 'pot', '.', 'got', 'some', 'niggas', 'out', 'in', 'brooklyn', ""that'll"", 'off', 'ya', 'top', '🗣', '…']",0,Surprise,NOUN
"['shoot', 'ya', 'shot', ',', 'nobody', 'on', 'court', 'rn', '&', 'if', 'ya', 'miss', 'come', 'back', 'for', 'ya', 'lay', 'up', '😏']",1,Joy,ADJ
"['some', 'nights', 'i', 'think', 'i', '’', 'm', 'cut', 'out', 'to', 'be', 'a', 'nurse', '.', 'some', 'nights', 'i', 'think', 'about', 'how', 'horrible', 'i', 'am', '😭']",-1,Sadness,VERB
"['—', ';', ""jungkook's"", 'habit', 'of', 'tucking', ""tae's"", 'hair', 'behind', 'his', 'ear', '.', '💕', 'pt', '.', '2', '[', '2015-2017', ']']",1,Love,NOUN
"['i', 'just', 'put', 'my', 'make', 'up', 'off', 'and', 'i', 'literally', 'have', 'glitter', 'all', 'over', 'my', 'face', '😑']",-1,Disgust,ADJ
"['only', 'things', 'we', 'ask', 'for', 'at', 'intervals', '😂']",1,Joy,VERB
"['my', 'week', 'on', 'twitter', '🎉', ':', '5', 'mentions', ',', '1.36', 'k', 'mention', 'reach', ',', '4', 'likes', ',', '1', 'retweet', ',', '8.03', 'k', 'retweet', 'reach', '.', 'see', 'yours', 'with', '…']",1,Joy,NOUN
"['if', 'i', 'let', 'you', 'in', 'that', 'mean', 'i', 'really', 'fwu', 'cuz', 'everybody', 'don', '’', 't', 'get', 'that', 'far', '💯']",1,Joy,NOUN
"['it', '’', 's', 'been', 'forever', 'lol', '😂', 'i', 'miss', 'u']",1,Joy,VERB
"[""today's"", 'hashtag', ':', 'tweet', 'the', 'hashtag', 'alongside', 'the', 'voting', 'hashtags', '🔥', 'what', 'is', 'your', 'favourite', 'hobi', 'part', 'in', 'a', 'bts', '…']",1,Joy,NOUN
"['😱', 'racist', 'president', '?', '“', 'today', 'we', 'celebrate', 'dr', '.', 'king', 'for', 'standing', 'up', 'for', 'the', 'self-evident', 'truth', 'americans', 'hold', 'so', 'dear', ',', 'that', 'no', '…']",-1,Fear,ADJ
"['thank', 'you', 'i', 'needed', 'that', '☺', '️']",1,Joy,ADJ
"['you', 'reminded', 'me', 'of', 'the', 'mess', ',', 'i', 'told', 'you', 'what', 'is', 'avbl', 'there', '😜']",1,Joy,VERB
"['yes', '!', '!', '!', 'agreed', '💯']",1,Joy,NOUN
"['yeah', 'fuck', 'that', 'then', '😂']",1,Joy,VERB
"['i', 'can', '’', 't', 'afford', 'this', 'school', '😩', '...']",-1,Sadness,VERB
"['what', 'a', 'beautiful', 'morning', '☀', '️']",1,Joy,NOUN
"['i', 'was', 'shaking', 'that', 'ass', '.', 'bending', 'over', 'popping', 'pussy', '.', 'i', 'was', 'getting', 'that', 'cassshh', '!', '🤑']",1,Joy,ADJ
"['if', 'you', 'love', 'hardstyle', 'we', 'automatically', 'are', 'friends', '😌']",1,Joy,ADJ
"['this', 'doesn', '’', 't', 'sound', 'like', 'a', 'campfire', 'in', 'a', 'cornfield', '🤔']",-1,Disgust,ADJ
"['ayyy', 'this', 'is', 'lit', '🔥']",1,Joy,ADJ
"['l', '❤', '️', 'but', 'the', 'way', 'she', 'grilled', 'about', 'ann', 'was', 'unacceptable', '.', 'focus', 'on', 'the', 'm', '…']",1,Love,VERB
"['listen', 'to', 'ur', 'elders', '👌']",1,Joy,ADJ
"['1', '-', 'the', '1st', 'time', 'i', 'screamed', 'was', 'at', '2016', '😄', '2', '-', 'the', '2nd', 'time', 'i', 'screamed', 'was', 'at', '33', 'when']",1,Joy,ADJ
"['i', 'just', 'had', 'a', 'thought', 'to', 'try', 'doing', 'uber', 'for', 'fun', '🤔']",-1,Disgust,ADJ
"['you', 'just', 'admitted', 'russia', 'interferred', '🚨', 'why', ""didn't"", 'you', 'implement', 'the', '?', '?', '?', 'actually', 'they', 'started', '2013', 'yo', '…']",-1,Fear,ADJ
"['now', 'i', 'got', 'mine', '🤝']",1,Joy,VERB
"['yoooo', 'my', 'boy', 'happy', 'birthday', 'g', '💯']",1,Joy,ADJ
"['📸', '|', 'shawn', 'performing', 'at', 'the', '2018', 'echo', 'music', 'awards', '.', '•', 'april', '.', '12', ',', '2018']",0,Surprise,NOUN
"['a', 'you', '!', '!', '❤']",1,Love,PUNCT
"['yup', '!', 'espeically', 'the', 'chinese', '😎']",1,Joy,ADJ
"['we', 'love', 'a', 'short', 'cut', 'and', 'a', 'glow', '😍']",1,Love,ADJ
"['lol', 'preciate', 'ya', '😌']",1,Joy,ADJ
"['too', 'many', 'swear', 'words', '.', '😕', 'filth', '.']",-1,Disgust,ADJ
"['happy', '23rd', 'birthday', 'to', 'packers', '’', 'rb', 'jamaal', 'williams', '🎉', 'williams', 'showed', 'in', 'his', 'rookie', 'season', 'that', 'he', '’', 's', 'capable', 'of', 'being', 'a', 'ver', '…']",1,Joy,NOUN
"['had', 'an', 'amazing', 'break', 'but', ""i'm"", 'back', 'in', 'the', 'studio', 'today', '💪']",1,Joy,ADJ
"['retweet', 'for', '150', 'free', 'follows', ',', 'only', 'if', 'you', 'have', 'my', 'notifications', 'on', ',', '5', 'mins', '🍰']",1,Joy,NOUN
"['i', 'will', 'tell', 'you', 'before', 'our', 'match', '🖤']",1,Love,NOUN
"['lotta', 'that', 'going', 'on', 'in', 'this', 'administration', '🤔']",-1,Disgust,ADJ
